order_id,product_id,add_to_cart_order,reordered
280564,35833,6,1
3143685,20774,10,1
878485,43352,3,0
1131864,32652,11,0
2946886,15662,14,0
2545178,30021,13,0
403281,30776,5,0
3400104,6347,5,0
770953,18434,3,0
2457540,24852,3,1
3321675,40706,13,0
1561747,18095,15,1
873946,48679,6,1
1874996,27077,3,0
920445,7131,22,1
3152159,30391,9,0
1798253,43858,7,1
2152465,5653,1,1
1958531,42265,8,1
491537,18352,3,1
694952,29180,3,1
1080449,45767,2,0
524544,28800,13,0
105447,34448,15,1
949014,2272,15,0
3089915,25464,5,1
1534720,42671,2,1
1893187,39468,7,1
2155943,14233,7,0
3289702,48399,3,1
582569,10851,6,1
604469,39619,18,1
2397879,19571,13,1
1405812,38383,9,1
465488,2102,8,1
1426301,31964,1,1
1227502,7781,10,0
2462523,16797,3,1
3269131,34551,1,1
1566221,25691,22,1
2190530,18583,8,1
1882215,14971,6,1
3271265,29668,22,0
1516801,22624,5,1
3394857,44632,2,1
2067073,10388,1,1
1942516,8022,17,1
2359232,18090,18,0
651123,12341,11,0
359,22825,14,1
1195851,920,2,1
2403763,27744,10,0
2641183,45810,11,0
3247452,43691,31,0
1815885,39619,7,0
1660962,33706,4,1
1918711,11132,11,1
431860,43662,3,1
1591400,44731,3,0
351695,28441,12,1
30154,329,8,1
602409,47766,7,1
2565394,29675,9,0
195867,25544,15,1
1739192,8518,5,0
2159476,8518,7,1
3289300,14727,10,0
2232748,35198,11,0
78434,36772,6,1
2010810,41453,9,1
1610943,39170,10,1
2739496,12315,4,1
2943415,14897,16,0
2969201,21137,2,1
3080436,10070,12,1
621895,47626,22,1
194648,45190,2,0
2323521,18531,9,1
790569,8424,6,1
2238250,25316,7,0
644687,5646,4,0
2817480,10224,12,0
2225694,34969,8,0
2803285,18987,5,1
2603802,43122,10,1
597821,43789,13,0
270029,31717,19,0
701769,42585,11,0
2446651,41651,7,1
1408169,2593,13,1
146427,24852,1,1
2937492,31808,6,1
1316999,25890,2,1
1624167,13338,13,0
1950961,45104,1,1
480282,25197,24,1
2052193,33037,5,1
875640,21137,3,1
2637,2383,8,1
1085603,1999,3,1
309607,31411,3,1
749222,28148,1,1
2054780,13176,5,0
1584706,45374,16,1
1501474,30191,11,0
644441,13176,3,0
3386441,40596,3,0
1848290,24489,3,0
2902850,34448,12,0
3331829,40110,2,1
992332,22849,3,1
942770,35547,15,1
998199,30720,22,1
2745485,24852,10,1
1433398,10492,1,0
898207,29694,13,0
1531432,36372,11,0
909754,16797,1,1
1254446,15536,5,0
878699,10212,26,1
1376729,46522,19,1
177732,10117,8,1
2090581,42803,4,1
3081256,15769,8,1
3372608,21137,7,0
2719936,40001,2,1
1006030,27966,3,1
2152722,39275,10,0
1505097,8174,11,1
3373233,39560,5,0
1459919,39922,9,0
83701,21131,3,1
2739744,37266,13,1
3326261,42736,9,0
1626011,22227,6,1
68310,23854,17,0
1644246,24382,2,0
84460,12674,3,1
3412039,40571,2,1
1952376,19678,8,1
1821858,1359,11,1
2667449,43772,2,1
802141,23094,8,0
2708565,11526,21,1
1780774,1263,5,1
1323782,13080,10,1
3334454,31404,14,1
3369812,44910,2,1
1336999,27196,7,1
1982502,47877,3,0
3103834,34969,3,0
1733366,42475,3,1
820682,42356,23,0
156457,10326,3,1
3058684,30514,3,0
3223605,27104,8,0
2318147,48142,2,1
2832203,45840,8,0
105318,14852,17,1
919265,47867,20,1
2338253,48205,5,0
3198656,43014,21,0
422296,38231,14,0
23056,517,5,1
1499178,22935,4,1
32027,47626,12,1
2881727,5322,1,1
2778718,29941,11,1
2011725,23672,32,0
373166,22610,5,0
1982845,41950,4,1
2308654,1695,11,1
400398,4920,7,0
398546,23765,8,1
1820159,27363,19,0
521077,20995,3,0
2862491,23977,6,1
1933692,1529,8,1
519460,46913,4,1
258459,25830,3,0
1360929,11140,7,1
3122141,14981,8,1
655752,18865,9,1
1521617,30291,7,0
226946,32771,5,1
3020300,3919,5,0
1635406,35898,3,0
2983414,47626,21,1
2463166,24674,10,1
2928122,29180,2,1
2475333,13740,4,1
2751676,13176,2,1
2115598,39619,12,0
1662281,38312,10,1
2561684,32297,34,0
3368263,44987,2,0
3043092,1240,18,1
2153660,18987,4,0
299416,49683,9,0
2216751,44661,15,1
278736,24964,3,1
1706194,44204,9,0
1093315,42265,8,1
467173,11067,4,1
1267962,6576,9,0
2685199,24668,6,1
1982631,46226,19,0
845723,8424,12,1
1367609,45866,1,1
122700,34347,4,1
562149,6489,12,0
1643513,6256,3,1
2675689,13303,1,1
449738,6473,5,1
436452,44142,1,1
2582389,5115,5,1
3088174,24830,15,0
2546118,16759,11,0
941255,31506,18,0
2303566,1710,8,1
2789816,10936,16,1
2300020,31506,16,0
3361194,42002,9,1
746469,45066,3,1
1315279,25304,1,0
833062,43697,1,0
825955,13249,1,1
769123,7930,13,0
2848316,12941,8,1
663118,47209,14,1
3351004,31479,25,1
3415296,2962,8,0
705425,35383,8,0
3253156,42508,7,1
2258441,28509,11,1
1208591,8309,2,1
1222654,12638,3,1
1370031,12859,5,0
311627,41213,1,1
2062207,12481,5,0
1902338,21927,12,1
1306312,47144,2,1
2032245,8424,6,0
503400,17652,18,1
1794505,14642,1,1
2296692,27966,2,1
2932119,9839,10,1
3138317,12341,1,1
1041606,32433,6,0
3417407,43768,11,1
2414519,42458,7,1
2387485,5198,14,1
2753492,12732,2,1
2794957,48775,6,0
2728438,40162,11,1
886469,36809,9,0
2829539,44632,5,0
1576321,27247,2,1
1211530,4600,3,0
1296039,7131,10,1
1121378,1025,14,1
261389,49141,14,0
1788357,7948,2,0
876475,40516,1,1
2293528,1511,3,1
1540118,3491,1,0
1682257,6873,32,0
2716850,17616,1,1
933995,49215,11,1
1918755,5031,1,1
1362242,38777,6,0
3264984,48595,1,1
2733459,9837,11,1
2211798,45063,14,0
2899774,12341,1,1
1521240,21903,2,1
320354,13984,45,0
1389413,42295,1,1
2638189,29752,4,1
1995280,1158,3,1
560947,38453,14,0
738419,575,7,0
1485335,47209,14,0
2455880,9808,2,1
1540484,13176,1,1
1059305,2078,5,1
952550,7090,5,1
2276811,24499,13,0
2192942,19691,6,1
157122,44332,6,1
2207295,17419,2,1
1241860,37933,14,0
749975,33120,24,1
1248636,28204,2,1
1585432,3262,6,0
1507125,9808,12,0
1932695,33151,2,1
1332277,21137,1,1
3099679,276,4,0
1127694,2573,2,1
3066804,45633,11,1
2697016,6799,12,1
3316701,34126,21,0
2969169,148,11,0
3005924,6141,11,0
1473050,8536,16,0
2310746,42136,8,0
2855305,29662,3,1
2000666,43654,1,0
370895,8744,13,0
246242,27531,8,1
118158,26250,3,1
2015791,29130,10,1
945741,41588,3,1
1725493,27307,3,1
974145,14233,1,1
2661006,5161,10,1
1510665,8518,14,1
1586385,35221,18,1
2819227,11068,4,1
852222,20114,1,1
3220919,26629,14,1
3177793,46941,24,1
311944,8654,8,0
2710218,39678,7,0
837996,38475,4,0
1599633,49294,4,1
1190598,21939,8,1
1418716,10208,3,1
1381147,38988,1,1
820368,13176,6,1
2184387,5917,6,0
2644305,12614,16,1
2241355,14287,7,0
711481,16414,8,1
2892524,33862,7,0
778542,8518,5,1
2556562,21137,3,1
1225005,49247,8,0
872093,43867,6,0
2434789,14947,2,1
744950,18234,3,1
143269,39560,4,1
3229466,2987,19,0
2992031,13672,9,1
995237,22115,4,1
758589,49517,3,1
2390455,29719,2,0
1998592,4656,8,1
1276021,116,4,1
3184903,260,3,0
1782039,32864,5,1
2421592,46064,5,1
625193,37276,3,1
2896407,5876,6,1
2336104,28407,18,1
2097298,10132,7,0
664246,49232,4,0
1355208,22935,5,1
1458132,48057,1,1
1666337,27966,9,1
1387039,38315,4,0
431836,45066,21,0
2247417,46990,23,1
1295961,16730,6,1
1036367,5785,12,1
2751040,14573,11,0
97499,34126,15,0
847757,8736,2,1
670397,40396,9,1
2875365,16797,4,1
1366131,27639,8,1
1904617,11143,24,1
2208553,33055,7,1
1300006,2124,5,1
2127939,3952,8,0
2827623,46676,3,1
1297127,7303,2,0
1305969,46562,1,1
233967,43122,24,1
1115341,20042,2,0
1657544,18352,2,1
1255025,39408,6,0
3295320,41757,7,0
1227726,6971,13,0
557795,13634,3,0
2883339,32338,9,1
168309,30391,13,0
1764257,26317,8,1
813364,38383,60,1
291877,44201,2,1
2246201,3664,4,1
3346573,45375,5,0
3191545,21872,6,1
2371423,48795,7,0
2748243,25403,1,1
3273324,27966,11,1
265024,26209,5,1
1493898,42144,8,0
3004049,32740,9,1
1448564,22993,20,0
3271175,4605,6,1
1056025,23662,1,0
955135,44366,2,1
2442186,13176,12,1
3408813,27086,1,1
990729,9825,1,1
102694,3957,8,0
2807872,19691,1,1
472189,27086,4,1
1796118,43631,5,1
2433059,49075,15,1
2009230,10892,2,1
405160,34898,6,1
1547060,5068,1,0
2864003,32412,3,1
2698872,31486,7,0
2175853,890,10,1
780291,43768,6,0
2144372,24830,13,1
943102,781,7,0
316336,21385,5,1
1582231,40763,15,1
493630,6187,5,0
2884818,2983,10,0
1934210,25588,4,1
1213559,42828,1,1
2340144,7177,12,1
3003624,18599,9,0
1470612,47626,2,1
1244583,3211,6,0
425641,44393,4,0
2565384,27845,14,1
1829885,5652,10,1
1084549,24062,7,1
1121997,28842,14,0
616531,26128,6,1
1203276,38274,7,0
2896441,46926,5,0
1607413,38563,8,1
256965,36412,11,0
861067,17044,1,1
2272389,28289,6,1
3114653,34126,11,0
901645,13176,1,1
2916928,17334,5,0
1025795,33881,14,0
1299308,9076,1,1
925441,13909,1,0
3009599,38033,26,0
3171342,28934,19,1
2325334,651,10,1
1343837,24184,1,0
1358214,7781,11,0
983147,25745,7,1
1668515,8929,23,0
2627543,16174,11,0
1385283,28465,8,1
1801848,42768,11,1
1172484,33754,2,1
100591,3145,3,0
201567,28571,4,0
2478533,13176,4,1
1345028,32497,11,1
1484334,41220,17,1
783830,43258,6,0
385621,19311,14,0
2588940,30661,1,0
2899231,13733,10,1
2454188,16349,4,1
1966940,34497,2,0
3289273,35939,12,0
1735888,17794,16,0
3275585,8732,11,0
2877514,4005,2,1
3240835,17949,3,1
1420392,10895,32,0
1124667,26668,7,0
579957,29689,6,0
1325569,23375,4,1
2421819,21055,30,0
167807,41757,15,1
2845736,8193,2,0
949607,47209,30,1
2178488,31506,2,0
2561081,38558,9,1
820991,24382,11,0
2094353,16254,3,1
273392,21150,11,1
174769,19057,5,0
2992788,20339,6,1
2421196,42110,8,1
2817855,32689,16,0
1405120,39275,21,1
755837,41588,19,1
378972,43352,1,1
303679,29487,1,1
1822164,13755,16,1
2649105,40332,3,0
2065722,11941,2,0
2236064,15354,26,0
998281,18479,32,1
1915927,48385,22,0
476368,33055,6,0
39441,23044,4,0
1190839,41273,4,1
1587708,26723,14,1
260006,27360,5,0
3044688,44632,7,1
905342,14702,2,1
1358570,21675,11,1
2862180,25146,19,1
1029282,18465,2,1
2563472,25246,3,1
161327,16415,2,1
2785430,17142,6,1
3321794,23263,22,0
2134815,37900,5,1
3109557,27845,6,1
2064435,2966,4,1
803528,42445,3,1
715403,34050,6,1
411586,47766,14,1
1099634,8555,8,0
2345118,18963,12,1
606099,853,1,1
2385590,7513,4,0
68807,33731,6,1
3179920,16759,3,0
1451663,47626,7,1
522682,13176,20,1
1047931,42828,8,1
3358563,19505,6,1
3181418,23630,4,1
1105999,4577,6,1
569494,30718,27,0
1082250,34312,3,0
173286,19036,22,0
1325350,26309,1,1
1844136,9092,13,1
2711661,4274,28,1
2271997,25010,11,0
3273817,47209,1,1
2512295,29141,17,1
2929879,22963,15,1
902116,15290,10,1
2610196,21351,11,1
3351576,17366,10,0
3367062,10102,18,0
569511,48679,20,1
2440525,13966,11,1
2131286,47766,7,0
1540784,14870,3,1
1413885,21267,6,0
571130,23291,6,0
2562833,4085,1,1
1607302,8277,4,1
3323982,46817,2,1
39871,37710,1,1
2338599,8204,3,0
1533350,13259,3,1
2293679,49481,13,0
1594673,31040,9,0
883744,37464,13,1
819633,14764,12,1
2193188,35584,2,1
1772418,7079,27,0
701389,22113,13,1
1245339,10017,5,1
22044,2781,3,1
1927631,42719,5,1
1071224,42265,11,1
2843320,34666,6,1
573240,25653,1,1
1428984,26666,4,0
2364781,9106,20,1
343226,3296,4,1
1285375,25442,8,1
347287,45842,8,0
1588483,34986,2,1
2858386,11046,21,0
2381022,34578,11,1
3258493,39275,11,0
2760480,16882,6,1
234146,9390,10,0
926111,8174,5,0
1402721,4269,6,1
2622435,19173,9,1
654736,36496,7,0
3069244,33614,3,0
2848463,21903,5,1
2746017,24830,22,1
3316693,16757,11,1
782665,29487,11,1
396078,5025,19,1
509549,49683,5,1
3109732,48075,2,0
518860,5621,15,0
2145952,38650,2,1
2704793,27978,2,0
1045480,28364,8,0
2683997,32684,1,1
846233,17678,20,0
2752182,41463,6,0
2894717,45032,24,0
428750,8021,1,1
1888252,23069,14,0
3112873,15984,9,0
2389501,19076,11,0
1525192,46393,10,1
654575,33754,4,0
2164305,14651,13,0
2344197,21616,12,1
2352277,27156,11,0
967079,43295,7,0
151198,24852,11,0
932297,32864,6,0
2367969,26209,13,0
2518492,5025,15,1
2695466,5077,2,1
2521114,10749,25,1
1441155,22935,20,1
2702530,2664,5,1
3157780,19057,4,1
752223,24964,4,0
1874577,8596,4,0
2041229,30450,1,0
3394007,43772,5,1
2927003,31343,9,0
2727794,3835,14,0
644611,17794,15,1
739569,33401,8,1
3281113,47042,15,1
705317,39804,8,1
2497486,30960,15,0
2549719,48628,19,1
383732,26209,6,1
1541504,24834,3,0
1768645,5876,7,0
2516025,21903,9,1
1657713,47585,9,0
267854,44303,7,0
3328772,23734,2,1
3373702,29553,5,1
1807560,36550,1,1
1298721,19678,8,1
249454,1025,13,0
2890799,31343,3,1
2148894,5785,2,1
1110272,23291,7,1
822045,5082,5,1
2272055,38390,4,0
3041165,21709,19,1
1677681,27086,5,0
223518,13176,1,1
209961,20114,18,0
1319400,20015,12,0
2929992,35031,33,0
615913,26209,1,1
658830,8277,4,1
557174,34448,3,1
1563673,47141,1,0
1429177,18534,8,0
3330681,5884,6,0
180515,13070,7,0
366192,19411,5,1
323255,29079,14,0
230912,49683,7,1
1725500,23082,1,1
503869,26131,16,0
1208210,27179,13,0
3195118,25146,4,1
2112584,36724,9,0
3113155,25357,24,0
960920,28606,6,1
2496243,32467,24,1
2270396,116,4,1
3005009,33731,4,1
3095462,42611,9,0
2078622,22312,2,0
2378856,21514,1,1
1688364,17487,9,1
572850,12276,17,1
591861,14996,1,0
2936585,22210,18,1
1022860,23909,10,1
2177609,13176,1,0
3392386,21938,6,1
2974947,43073,5,1
552609,27845,3,1
1856366,38049,15,0
1744489,13988,1,0
912970,44172,1,0
2845296,46676,1,1
1262552,31564,6,0
251012,8993,2,1
1591915,22935,4,1
3093481,22699,6,1
636034,34137,2,1
2804759,10528,4,1
1016703,44098,1,1
3019147,27465,19,0
1143748,35561,9,0
2196312,4790,5,0
594093,260,6,1
1143998,32069,13,1
145456,15017,7,1
1752769,39275,27,1
1574900,46719,8,1
1627006,30695,2,0
3142283,18806,4,0
857629,12113,8,0
1151102,12782,2,1
419792,12845,12,1
2728262,4149,3,1
1579705,45453,7,0
2321992,39275,3,0
1396870,46642,5,1
1364908,27730,1,1
1708365,42828,52,1
2370765,48086,1,1
3363288,18523,14,1
2435321,17224,17,0
1888909,5212,10,1
1504264,23763,23,0
2727851,46991,9,1
125748,30489,1,1
1655251,46011,7,0
2936753,22597,9,0
375375,49192,2,1
32316,24852,1,1
456627,37496,17,1
681428,14947,1,1
3295130,48628,12,0
1055428,7641,16,1
736518,3233,15,1
240813,45007,7,1
874774,23687,18,1
2926195,7746,4,0
2769950,41177,9,1
2480977,27105,5,0
932888,7628,4,0
3259327,21607,7,1
3059653,19348,6,1
3250294,27531,10,1
67816,21137,8,1
3065401,31964,4,1
3020063,1695,2,1
3017894,27881,10,1
1560422,12419,18,0
1885103,40338,9,1
1815486,11109,3,1
1283868,25493,4,1
2476736,33206,6,1
1186758,14183,13,0
239372,28921,18,0
1998243,45066,6,1
1848274,33731,2,1
1475485,37993,14,1
1158457,48205,11,0
1196937,22828,6,1
2081186,35702,28,0
719280,45123,12,0
721282,38293,2,1
315770,24759,3,0
806145,35762,13,1
2305848,22309,2,0
2354498,1935,4,1
793278,4462,29,1
1921389,14715,5,1
419092,48679,9,1
880760,18963,8,0
785705,14947,3,1
1145083,6046,13,0
1908785,43352,2,0
2755384,49235,15,0
81732,12914,14,0
2295413,28071,13,0
1050508,38028,8,1
660939,45815,7,0
1193037,37354,4,1
2934689,13984,9,1
2388855,47390,2,0
140146,21292,3,1
162848,27104,9,1
1900179,2293,5,0
1674691,5212,28,0
2452013,21009,15,0
342154,26604,11,0
259822,24184,4,1
195416,28021,3,0
389664,31066,15,0
313306,9434,6,0
2363552,13025,5,1
3196338,20940,3,1
641201,12455,19,0
802871,22959,1,1
557443,24852,3,1
2995003,13176,7,0
2993687,45613,5,0
1061135,29553,6,1
1148169,7358,6,0
877482,21777,2,1
313440,41844,6,0
1404442,44786,6,0
2432067,40146,4,1
2684796,9839,9,1
1784805,3988,15,0
1650693,24852,13,1
895657,47209,4,0
641502,30776,6,1
390693,7158,23,1
1952911,5451,10,0
594485,32650,2,0
411304,40064,3,0
72776,32345,3,1
95780,44085,5,1
27,8654,19,0
903402,31717,1,1
2611493,45007,1,1
1687464,10509,6,1
2576713,4920,9,1
1965846,27966,2,1
2692885,21137,11,1
2737122,44566,11,1
1918948,24964,5,1
813761,3020,5,0
188009,35140,22,1
2872169,9020,7,1
1235411,30918,6,0
117312,17395,10,1
1445541,5818,5,1
1468890,18918,1,1
2831344,44629,20,0
925156,29398,1,0
1875928,38656,5,1
2156744,36735,2,0
414938,13396,5,1
238546,42242,2,0
1916954,31553,7,0
2257744,12576,10,1
272740,39204,2,1
1449600,28631,4,1
811625,28560,8,0
1531543,19701,4,1
1249539,17949,8,0
347077,5077,10,0
1524930,43721,3,0
1316293,47500,7,0
1202748,6808,10,0
1858926,48299,8,0
1867288,46820,2,0
2853917,20891,16,1
3139065,13150,3,1
1472018,38077,8,0
1751368,46667,9,1
835443,10814,6,0
3093964,46129,6,0
1759510,17122,10,0
662229,21137,1,1
2364997,10912,10,0
1910403,1117,8,0
1340932,34358,9,1
1532855,31504,37,1
2841563,36939,7,0
836497,45,3,0
559071,13198,8,1
150997,36011,2,1
858633,5451,3,0
780249,42342,1,1
46093,33768,3,1
122827,16797,2,1
112562,42282,7,0
1452528,31215,3,1
2798810,14168,15,0
1127238,34217,11,1
1867602,21616,11,0
2260584,13858,11,1
3361128,46979,9,0
1031220,5206,4,0
2583528,21903,5,0
1697292,38562,6,1
1769808,2611,10,1
489101,34429,9,1
2042845,2839,4,0
3137123,41131,1,1
1132649,19068,5,1
1857581,9839,15,1
1016129,11408,16,0
3119098,31422,3,1
1944843,48532,5,0
2920537,11078,1,1
1059027,27086,8,0
2103099,8571,1,1
929629,691,2,1
346821,6104,2,0
906257,22128,5,0
231103,37220,19,0
1406143,8197,1,1
961224,31562,1,0
1635824,36724,8,1
971735,5077,5,1
243522,9547,13,0
1759828,49683,6,0
1816613,17794,2,1
1555901,37464,4,1
1507941,26856,6,0
1482298,45747,7,0
458559,35163,2,1
3175772,30305,11,0
621672,2745,3,1
2146394,47766,32,0
1914781,7676,9,1
929274,42768,13,0
1281850,29223,3,0
3283757,46684,7,1
2696466,27336,9,1
1700745,3798,4,1
825531,32734,9,1
2679805,23909,4,1
1656808,46969,6,1
1391356,46802,3,1
3056653,34969,3,1
2739044,27521,3,1
2545465,24852,2,1
185991,45504,7,1
1426402,9020,12,0
2110585,4428,2,0
2183453,30776,3,0
1696155,2661,5,0
2304388,38400,8,1
2795910,10036,23,1
1180317,43352,14,1
3116611,22935,6,1
1283883,27344,3,0
101365,37687,4,1
3393363,25659,11,1
2058181,9714,8,0
2018621,40312,8,0
1839372,39993,2,1
1300769,27966,1,1
869190,6740,13,1
2933598,12392,7,1
5367,46206,27,1
991820,38689,1,1
501261,29660,7,0
679447,4855,1,0
3333426,17530,8,1
3069079,24160,13,1
1201334,32639,3,0
2470195,3782,18,0
912343,47357,1,0
2558770,38383,15,1
2421934,25438,4,0
3340989,3634,9,0
2304600,6631,1,0
19808,39877,13,1
381550,8277,9,1
2765473,15290,2,1
20354,32864,6,0
1778915,31981,2,1
2714090,6352,4,0
1609124,1194,2,1
1544531,31985,2,1
1071619,43961,7,0
801783,10702,1,1
1777819,46515,2,1
361323,24382,14,0
1463841,48487,26,1
264780,15396,6,0
646009,26489,1,0
2798321,42445,3,1
2817164,29675,11,1
2657802,23204,11,1
1583633,7715,9,1
1219509,36933,2,0
1954571,890,4,0
1335943,40545,10,0
597793,41597,5,0
816433,48626,11,1
2146533,47601,6,1
273193,17200,9,1
2051522,48775,6,1
1369221,4796,2,1
559910,17948,35,0
1186075,10049,5,1
2643641,34126,9,1
2157548,11408,2,0
874903,5499,8,0
2316785,11365,9,0
3054202,40986,9,0
1194239,18767,17,0
772988,24852,6,1
2596382,33571,3,0
468856,11777,7,1
1282640,46123,4,1
2384704,4605,15,1
2736945,48857,18,1
3217284,24852,1,0
813132,18531,13,0
1402886,42826,6,0
2535321,27845,3,1
3036474,30391,5,1
2384555,5785,5,0
2060024,33731,13,1
3236638,27104,23,0
420776,36695,1,1
2773941,2450,8,1
1783196,13646,9,1
112476,43875,17,1
3246449,46526,6,1
1386134,12745,7,0
1507461,1511,2,1
2644461,44422,4,0
3147912,49235,12,1
1005250,26604,8,0
78741,35547,13,0
971484,7503,5,1
1789720,34358,9,1
3031325,46138,16,1
1574450,44910,5,1
282964,20588,6,0
2950434,21724,11,0
2167200,32096,9,1
2889630,38490,1,0
2278372,47626,12,1
3409816,21019,25,0
2093585,38689,14,1
2262631,10749,16,0
2268005,9436,17,0
2630729,42265,11,0
2205497,34243,2,1
3021102,48144,4,1
1262691,12211,4,1
1526894,36865,4,1
2546509,457,1,1
621119,22021,8,1
1131359,43768,6,1
2413302,45571,8,1
1173077,47766,5,1
3307536,2332,5,1
2209432,12128,8,1
866705,20082,15,1
3174284,48192,4,1
1314584,12341,6,0
2201319,26047,1,1
637846,5479,13,0
3144558,31275,7,0
587728,4812,3,1
1041988,31378,2,0
2868708,22915,9,1
133781,19736,23,0
1770733,37710,2,1
2691650,14126,6,0
2637768,40236,4,1
656113,13176,2,1
429467,21709,24,0
394978,17794,4,1
960246,21137,3,1
2704019,23161,18,0
647374,18918,13,0
2468608,34496,8,0
525013,17461,8,0
1079947,27344,26,1
52428,32981,4,1
3184894,23241,2,0
2746572,43352,6,0
821282,7923,11,0
95908,5134,13,1
750227,30169,3,1
1217466,40363,7,1
1863065,29191,1,1
478857,44008,7,1
1237098,10859,10,0
1208350,25869,3,1
2639647,41316,38,0
1079146,48523,10,0
2741288,22963,6,1
1906953,39984,9,1
1056351,20995,19,0
1022649,34974,5,0
2660735,23516,19,0
3210875,34126,10,1
1361663,24852,7,1
1549761,38656,3,1
2017501,41950,1,1
2208586,9387,2,1
349937,25683,2,0
2431827,28647,5,0
3001822,25740,18,1
816101,48552,12,1
234931,24184,12,1
2494072,38453,35,0
134024,20600,5,1
130576,4799,27,1
2731783,21293,7,0
54467,30638,4,1
3391689,24852,18,1
1354353,33731,6,0
104995,17600,6,1
825523,31528,5,1
321124,31528,9,1
2217107,40878,10,1
149717,21872,1,0
1470564,16168,13,0
3365932,35619,6,1
1722502,17119,1,0
1394611,12341,17,1
1026865,1215,11,0
1364898,8195,12,1
2976184,18606,6,1
1646459,30776,17,0
1155626,44422,12,0
2118590,20542,3,0
545982,17334,1,0
343913,28756,4,1
