order_id,products
1272182,39276 29259
875400,39276 29259
1480664,39276 29259
2448357,39276 29259
2773979,39276 29259
1068235,39276 29259
1358408,39276 29259
1938928,39276 29259
1599610,39276 29259
3250997,39276 29259
887039,39276 29259
2639890,39276 29259
2104472,39276 29259
2572988,39276 29259
149029,39276 29259
1445457,39276 29259
2919705,39276 29259
2769638,39276 29259
1099902,39276 29259
738829,39276 29259
2232285,39276 29259
1211414,39276 29259
471957,39276 29259
2004025,39276 29259
2502401,39276 29259
1797996,39276 29259
14049,39276 29259
3405845,39276 29259
3265641,39276 29259
1284511,39276 29259
1996079,39276 29259
3254668,39276 29259
59141,39276 29259
1895334,39276 29259
2692382,39276 29259
372556,39276 29259
2483416,39276 29259
3386256,39276 29259
578120,39276 29259
1433170,39276 29259
2250375,39276 29259
1779050,39276 29259
2943081,39276 29259
1259526,39276 29259
248420,39276 29259
2872089,39276 29259
664183,39276 29259
1553381,39276 29259
2758537,39276 29259
2558495,39276 29259
390196,39276 29259
2865661,39276 29259
1297268,39276 29259
420429,39276 29259
265855,39276 29259
1887948,39276 29259
645632,39276 29259
1858886,39276 29259
605321,39276 29259
3145091,39276 29259
1263772,39276 29259
2346514,39276 29259
2218330,39276 29259
1456867,39276 29259
2365376,39276 29259
1851245,39276 29259
1584890,39276 29259
1966155,39276 29259
1465399,39276 29259
3199621,39276 29259
1775210,39276 29259
610503,39276 29259
2344456,39276 29259
3207962,39276 29259
2579347,39276 29259
841865,39276 29259
2100432,39276 29259
3279568,39276 29259
359503,39276 29259
797213,39276 29259
1560017,39276 29259
1951177,39276 29259
2128615,39276 29259
3341555,39276 29259
657968,39276 29259
3174022,39276 29259
3151531,39276 29259
1646749,39276 29259
2162102,39276 29259
1007347,39276 29259
3050359,39276 29259
910889,39276 29259
3062629,39276 29259
2153893,39276 29259
361035,39276 29259
1621765,39276 29259
2613425,39276 29259
2247084,39276 29259
554300,39276 29259
50118,39276 29259
1787737,39276 29259
3369307,39276 29259
3070118,39276 29259
1492414,39276 29259
2786080,39276 29259
1576162,39276 29259
2305779,39276 29259
2677691,39276 29259
1775004,39276 29259
198583,39276 29259
1153849,39276 29259
37888,39276 29259
410346,39276 29259
2386365,39276 29259
1373965,39276 29259
1872795,39276 29259
2033246,39276 29259
2229614,39276 29259
2529742,39276 29259
701637,39276 29259
239261,39276 29259
64834,39276 29259
3032471,39276 29259
3352275,39276 29259
3277193,39276 29259
2875746,39276 29259
1015709,39276 29259
178959,39276 29259
889691,39276 29259
2048678,39276 29259
740992,39276 29259
3390931,39276 29259
296264,39276 29259
2850935,39276 29259
2047048,39276 29259
1832773,39276 29259
925255,39276 29259
2360650,39276 29259
361521,39276 29259
3212537,39276 29259
1737845,39276 29259
2080314,39276 29259
3033586,39276 29259
1159454,39276 29259
1648368,39276 29259
2888170,39276 29259
2090910,39276 29259
1037852,39276 29259
2775899,39276 29259
856474,39276 29259
2756885,39276 29259
2986160,39276 29259
714664,39276 29259
1306827,39276 29259
301077,39276 29259
825064,39276 29259
1603049,39276 29259
3025653,39276 29259
2139821,39276 29259
1431417,39276 29259
2599565,39276 29259
1261126,39276 29259
2566484,39276 29259
2744460,39276 29259
2251918,39276 29259
814565,39276 29259
426127,39276 29259
355207,39276 29259
249944,39276 29259
2253913,39276 29259
999084,39276 29259
3117803,39276 29259
1340895,39276 29259
67802,39276 29259
2217495,39276 29259
2712008,39276 29259
1899985,39276 29259
3159758,39276 29259
1271634,39276 29259
882944,39276 29259
2568106,39276 29259
1136422,39276 29259
2039119,39276 29259
1020443,39276 29259
302080,39276 29259
1118910,39276 29259
691618,39276 29259
769174,39276 29259
1210936,39276 29259
2870491,39276 29259
405317,39276 29259
3298863,39276 29259
1209881,39276 29259
1550915,39276 29259
1136540,39276 29259
136892,39276 29259
2989642,39276 29259
2069334,39276 29259
715474,39276 29259
1582314,39276 29259
1889932,39276 29259
1523027,39276 29259
2540377,39276 29259
986015,39276 29259
2006342,39276 29259
1092481,39276 29259
1587523,39276 29259
2678618,39276 29259
70523,39276 29259
2476633,39276 29259
299158,39276 29259
3225799,39276 29259
3158314,39276 29259
226713,39276 29259
2911823,39276 29259
2781385,39276 29259
2766977,39276 29259
3034700,39276 29259
1600111,39276 29259
2858063,39276 29259
1887542,39276 29259
2624373,39276 29259
2281551,39276 29259
1029039,39276 29259
1727228,39276 29259
2651559,39276 29259
931707,39276 29259
102513,39276 29259
191102,39276 29259
2472220,39276 29259
161830,39276 29259
1117976,39276 29259
605785,39276 29259
2753498,39276 29259
485830,39276 29259
3244518,39276 29259
3143799,39276 29259
1259586,39276 29259
3283248,39276 29259
946005,39276 29259
339181,39276 29259
2599835,39276 29259
2460663,39276 29259
2732201,39276 29259
937014,39276 29259
1740160,39276 29259
940465,39276 29259
2819390,39276 29259
2759672,39276 29259
1187677,39276 29259
1265347,39276 29259
2262986,39276 29259
2364645,39276 29259
1408061,39276 29259
1014115,39276 29259
418049,39276 29259
2488358,39276 29259
1159614,39276 29259
2976830,39276 29259
2298974,39276 29259
168118,39276 29259
2880591,39276 29259
610488,39276 29259
602954,39276 29259
1552265,39276 29259
3261232,39276 29259
1988938,39276 29259
1056804,39276 29259
1593615,39276 29259
1052401,39276 29259
816620,39276 29259
3206712,39276 29259
758437,39276 29259
2673666,39276 29259
877399,39276 29259
2727538,39276 29259
2306182,39276 29259
2948563,39276 29259
73035,39276 29259
1196413,39276 29259
302175,39276 29259
1558056,39276 29259
1033309,39276 29259
709063,39276 29259
3377970,39276 29259
2965852,39276 29259
2032898,39276 29259
1146304,39276 29259
1692950,39276 29259
2284859,39276 29259
278520,39276 29259
136472,39276 29259
2134516,39276 29259
2453042,39276 29259
742845,39276 29259
347862,39276 29259
2994984,39276 29259
178781,39276 29259
3169727,39276 29259
575326,39276 29259
1517977,39276 29259
1517107,39276 29259
2922775,39276 29259
2898743,39276 29259
2193075,39276 29259
1356221,39276 29259
1056522,39276 29259
707623,39276 29259
1793923,39276 29259
2367197,39276 29259
968182,39276 29259
2206516,39276 29259
2849175,39276 29259
2456940,39276 29259
2640671,39276 29259
2798077,39276 29259
1878192,39276 29259
351903,39276 29259
508806,39276 29259
610666,39276 29259
168207,39276 29259
132356,39276 29259
941916,39276 29259
2982151,39276 29259
583654,39276 29259
650704,39276 29259
295033,39276 29259
1371760,39276 29259
692386,39276 29259
2546776,39276 29259
1149835,39276 29259
1942830,39276 29259
507993,39276 29259
1576369,39276 29259
2994774,39276 29259
1531286,39276 29259
2194620,39276 29259
1025964,39276 29259
3028944,39276 29259
1592588,39276 29259
1264091,39276 29259
1982156,39276 29259
2740919,39276 29259
2474490,39276 29259
3315235,39276 29259
1693351,39276 29259
3350098,39276 29259
946574,39276 29259
3081176,39276 29259
1841416,39276 29259
1831758,39276 29259
2098115,39276 29259
3042903,39276 29259
1552043,39276 29259
1316799,39276 29259
2654377,39276 29259
1135696,39276 29259
3149029,39276 29259
2150808,39276 29259
2350769,39276 29259
2048971,39276 29259
2760670,39276 29259
1351693,39276 29259
1215427,39276 29259
3093891,39276 29259
1695791,39276 29259
997803,39276 29259
939378,39276 29259
1237897,39276 29259
170391,39276 29259
3310007,39276 29259
691398,39276 29259
3243772,39276 29259
854666,39276 29259
2451959,39276 29259
2765494,39276 29259
1949495,39276 29259
1038336,39276 29259
211768,39276 29259
1461596,39276 29259
2195578,39276 29259
2019800,39276 29259
506281,39276 29259
1845277,39276 29259
151231,39276 29259
1533180,39276 29259
1666051,39276 29259
1513023,39276 29259
2462295,39276 29259
1443613,39276 29259
1650668,39276 29259
1590245,39276 29259
2361826,39276 29259
2904507,39276 29259
2524272,39276 29259
3004289,39276 29259
1626938,39276 29259
1141944,39276 29259
1003647,39276 29259
3199853,39276 29259
1626590,39276 29259
2090419,39276 29259
626958,39276 29259
3102006,39276 29259
2810312,39276 29259
1673928,39276 29259
2915836,39276 29259
688818,39276 29259
2898357,39276 29259
178755,39276 29259
1117842,39276 29259
401415,39276 29259
2820858,39276 29259
3073411,39276 29259
3246559,39276 29259
1338195,39276 29259
711236,39276 29259
883513,39276 29259
2461016,39276 29259
1745610,39276 29259
824763,39276 29259
3286253,39276 29259
1791871,39276 29259
2001133,39276 29259
781779,39276 29259
2453537,39276 29259
1660327,39276 29259
3311494,39276 29259
1106505,39276 29259
944610,39276 29259
1327533,39276 29259
1000082,39276 29259
1619670,39276 29259
794029,39276 29259
516116,39276 29259
2461036,39276 29259
1330036,39276 29259
1134079,39276 29259
3084905,39276 29259
928153,39276 29259
1593570,39276 29259
1244575,39276 29259
661663,39276 29259
434760,39276 29259
2829331,39276 29259
1992712,39276 29259
1660419,39276 29259
2137126,39276 29259
3058428,39276 29259
2085790,39276 29259
3139555,39276 29259
2849241,39276 29259
202718,39276 29259
3300170,39276 29259
1722904,39276 29259
2427013,39276 29259
1639454,39276 29259
2320838,39276 29259
387592,39276 29259
499416,39276 29259
2957547,39276 29259
1121584,39276 29259
2088158,39276 29259
2915960,39276 29259
2615427,39276 29259
1730099,39276 29259
148881,39276 29259
984976,39276 29259
2974980,39276 29259
307143,39276 29259
3285666,39276 29259
1811749,39276 29259
1336783,39276 29259
388729,39276 29259
36797,39276 29259
3376700,39276 29259
3357401,39276 29259
693879,39276 29259
1948842,39276 29259
2458117,39276 29259
2751180,39276 29259
3040923,39276 29259
258478,39276 29259
3233357,39276 29259
884472,39276 29259
1163565,39276 29259
2409973,39276 29259
2283238,39276 29259
1947213,39276 29259
3087771,39276 29259
3373877,39276 29259
2194611,39276 29259
15740,39276 29259
2658557,39276 29259
1859249,39276 29259
2851777,39276 29259
3363211,39276 29259
1444430,39276 29259
2561594,39276 29259
2583016,39276 29259
656346,39276 29259
1132283,39276 29259
509050,39276 29259
367749,39276 29259
710790,39276 29259
2832919,39276 29259
1370998,39276 29259
1936171,39276 29259
1264483,39276 29259
3416807,39276 29259
1527984,39276 29259
1689965,39276 29259
1869336,39276 29259
3235250,39276 29259
2752970,39276 29259
1641290,39276 29259
1021733,39276 29259
1216385,39276 29259
2303466,39276 29259
3247633,39276 29259
2139398,39276 29259
1824996,39276 29259
2326439,39276 29259
2339219,39276 29259
3067310,39276 29259
2926457,39276 29259
1650322,39276 29259
405220,39276 29259
1893543,39276 29259
1840221,39276 29259
2676677,39276 29259
3173148,39276 29259
178851,39276 29259
1713377,39276 29259
1487973,39276 29259
2260577,39276 29259
519926,39276 29259
3079954,39276 29259
3157182,39276 29259
856701,39276 29259
33639,39276 29259
1581228,39276 29259
1002185,39276 29259
949017,39276 29259
1010864,39276 29259
2153153,39276 29259
2681132,39276 29259
2569072,39276 29259
3328887,39276 29259
2800683,39276 29259
3294348,39276 29259
348608,39276 29259
2285745,39276 29259
1509149,39276 29259
260284,39276 29259
3325441,39276 29259
613896,39276 29259
264178,39276 29259
3283378,39276 29259
226130,39276 29259
3162851,39276 29259
829734,39276 29259
2744002,39276 29259
243635,39276 29259
2571507,39276 29259
1789579,39276 29259
1356922,39276 29259
1096138,39276 29259
3276020,39276 29259
296009,39276 29259
2568131,39276 29259
195570,39276 29259
628336,39276 29259
2720812,39276 29259
595415,39276 29259
2515888,39276 29259
2752776,39276 29259
996060,39276 29259
946144,39276 29259
1331467,39276 29259
986658,39276 29259
758379,39276 29259
3311545,39276 29259
1205376,39276 29259
3115624,39276 29259
2468539,39276 29259
2674324,39276 29259
1012641,39276 29259
293092,39276 29259
1409787,39276 29259
2029163,39276 29259
1026998,39276 29259
2536843,39276 29259
1680644,39276 29259
618574,39276 29259
1375089,39276 29259
1421209,39276 29259
752364,39276 29259
279305,39276 29259
857547,39276 29259
2075466,39276 29259
520398,39276 29259
301522,39276 29259
806547,39276 29259
2891296,39276 29259
2709740,39276 29259
306572,39276 29259
2284670,39276 29259
1673270,39276 29259
587316,39276 29259
2685350,39276 29259
1274629,39276 29259
1478000,39276 29259
1477433,39276 29259
113675,39276 29259
532354,39276 29259
3224081,39276 29259
882428,39276 29259
3173631,39276 29259
2509326,39276 29259
1388794,39276 29259
920450,39276 29259
2596296,39276 29259
3070861,39276 29259
1523188,39276 29259
201081,39276 29259
1239726,39276 29259
1599532,39276 29259
2146661,39276 29259
50214,39276 29259
1992904,39276 29259
1279519,39276 29259
443655,39276 29259
1663476,39276 29259
3210685,39276 29259
1729444,39276 29259
3317161,39276 29259
671747,39276 29259
456811,39276 29259
1618875,39276 29259
1264689,39276 29259
2831292,39276 29259
1566213,39276 29259
375146,39276 29259
1045773,39276 29259
2814484,39276 29259
1811389,39276 29259
1248855,39276 29259
1250122,39276 29259
764075,39276 29259
1363148,39276 29259
168760,39276 29259
2881419,39276 29259
3221413,39276 29259
2722461,39276 29259
2967469,39276 29259
2853913,39276 29259
242611,39276 29259
2565667,39276 29259
3331989,39276 29259
875712,39276 29259
1564,39276 29259
303642,39276 29259
3373551,39276 29259
3401077,39276 29259
947837,39276 29259
3346296,39276 29259
1331022,39276 29259
853739,39276 29259
494846,39276 29259
1877988,39276 29259
628695,39276 29259
1850526,39276 29259
1351763,39276 29259
77183,39276 29259
3210813,39276 29259
729747,39276 29259
3142679,39276 29259
3368312,39276 29259
1614791,39276 29259
1551191,39276 29259
873202,39276 29259
1106809,39276 29259
3048171,39276 29259
1417318,39276 29259
336209,39276 29259
1671156,39276 29259
1222185,39276 29259
2414495,39276 29259
36860,39276 29259
3105407,39276 29259
282656,39276 29259
866377,39276 29259
694168,39276 29259
1872411,39276 29259
708134,39276 29259
2978536,39276 29259
3247052,39276 29259
2968118,39276 29259
194404,39276 29259
685768,39276 29259
896565,39276 29259
1166076,39276 29259
2594461,39276 29259
1073676,39276 29259
1437163,39276 29259
185489,39276 29259
1041531,39276 29259
3317831,39276 29259
1166180,39276 29259
344186,39276 29259
2784787,39276 29259
3219466,39276 29259
2391137,39276 29259
3351868,39276 29259
2483252,39276 29259
2508578,39276 29259
3287104,39276 29259
323644,39276 29259
1566745,39276 29259
2264544,39276 29259
1977065,39276 29259
1500421,39276 29259
1111545,39276 29259
752634,39276 29259
379834,39276 29259
3293167,39276 29259
2130399,39276 29259
1927831,39276 29259
1381043,39276 29259
224316,39276 29259
2185848,39276 29259
200738,39276 29259
946950,39276 29259
2105575,39276 29259
1196855,39276 29259
2400346,39276 29259
3221830,39276 29259
1738882,39276 29259
1931514,39276 29259
541845,39276 29259
793860,39276 29259
114014,39276 29259
3140403,39276 29259
2457437,39276 29259
2831065,39276 29259
389548,39276 29259
2191325,39276 29259
1337722,39276 29259
339079,39276 29259
2333132,39276 29259
2600692,39276 29259
695384,39276 29259
2156077,39276 29259
1428680,39276 29259
1948122,39276 29259
3136010,39276 29259
2587188,39276 29259
2350999,39276 29259
3010418,39276 29259
3161314,39276 29259
655814,39276 29259
1683392,39276 29259
2649682,39276 29259
2654279,39276 29259
538074,39276 29259
2065522,39276 29259
1747679,39276 29259
2303880,39276 29259
401458,39276 29259
532160,39276 29259
1920172,39276 29259
2583181,39276 29259
427401,39276 29259
687448,39276 29259
3323020,39276 29259
3253197,39276 29259
2242330,39276 29259
1481775,39276 29259
1514534,39276 29259
1270648,39276 29259
1525426,39276 29259
958126,39276 29259
1490549,39276 29259
1308766,39276 29259
869043,39276 29259
2192389,39276 29259
1969699,39276 29259
1827675,39276 29259
754912,39276 29259
2743971,39276 29259
3255582,39276 29259
2219565,39276 29259
3042445,39276 29259
3090768,39276 29259
2297089,39276 29259
1258768,39276 29259
3120619,39276 29259
2670994,39276 29259
277694,39276 29259
38202,39276 29259
3182849,39276 29259
3216556,39276 29259
1425518,39276 29259
2853087,39276 29259
2227874,39276 29259
897480,39276 29259
2915279,39276 29259
1101278,39276 29259
2264937,39276 29259
1432072,39276 29259
607326,39276 29259
624047,39276 29259
2746649,39276 29259
3404750,39276 29259
196874,39276 29259
2289385,39276 29259
2602576,39276 29259
1547107,39276 29259
2816792,39276 29259
1731022,39276 29259
1757357,39276 29259
1966864,39276 29259
3044153,39276 29259
1325898,39276 29259
1930438,39276 29259
2325275,39276 29259
925545,39276 29259
3120836,39276 29259
2515026,39276 29259
1438130,39276 29259
795435,39276 29259
59379,39276 29259
2279438,39276 29259
607873,39276 29259
299684,39276 29259
672400,39276 29259
238530,39276 29259
117836,39276 29259
2287552,39276 29259
19774,39276 29259
1299195,39276 29259
1565492,39276 29259
2266787,39276 29259
899081,39276 29259
1769069,39276 29259
2263386,39276 29259
2327501,39276 29259
1634354,39276 29259
2821767,39276 29259
1189294,39276 29259
1347806,39276 29259
1062335,39276 29259
1422898,39276 29259
2507662,39276 29259
337421,39276 29259
731050,39276 29259
2395979,39276 29259
1777809,39276 29259
332393,39276 29259
203668,39276 29259
1950320,39276 29259
2595832,39276 29259
648940,39276 29259
817113,39276 29259
1851579,39276 29259
754026,39276 29259
2893734,39276 29259
3130876,39276 29259
1394303,39276 29259
94629,39276 29259
2395167,39276 29259
1656821,39276 29259
2240319,39276 29259
3222515,39276 29259
2538658,39276 29259
2393136,39276 29259
2939118,39276 29259
3088256,39276 29259
