order_id,product_id,add_to_cart_order,reordered
936503,18465,2,1
1591421,47966,1,0
1563390,13838,2,0
1902086,24964,6,1
2287904,31612,24,0
174413,16900,7,1
1368367,20114,3,0
2510999,37754,13,1
3401824,29987,3,1
2081808,21137,9,1
1177669,39408,3,1
97427,406,6,1
761082,15872,8,0
874629,13280,17,0
2699723,40467,19,1
182909,5785,3,1
2538880,39275,1,0
224370,13870,1,0
923321,13176,5,0
1260243,33787,4,0
76417,31557,19,0
2459455,33614,7,1
920769,43928,9,0
2293797,5991,18,1
1198291,46126,13,1
663854,29299,11,1
2681578,21903,8,1
3016397,21903,13,1
1076733,27850,14,0
2711725,46346,3,1
370797,26940,9,1
525267,48857,4,1
3276492,39430,20,1
2202215,25146,1,1
969883,49030,4,0
994873,29447,4,1
280751,40868,8,0
319059,14947,13,1
1063689,29898,8,0
2292409,36988,2,1
3327210,5876,9,1
304217,1890,1,1
246836,25544,3,0
384935,24382,9,1
3225651,18531,6,1
679645,11520,4,1
3125536,4274,3,1
2820972,28204,4,0
1221386,24099,7,0
1465374,30995,1,1
1754089,47357,25,0
1765199,34358,5,0
1344166,9018,6,1
1389667,48238,1,1
2868768,31970,5,0
2975047,21903,14,1
3333080,10305,6,1
1415956,48785,12,0
314787,45633,10,0
1494298,12845,3,1
73126,13176,7,1
1039268,39121,14,0
138849,9076,4,0
1297211,14697,3,1
824676,40603,7,0
1619021,13176,1,0
2298945,29987,6,1
2588208,9290,4,1
1305835,47965,10,1
828921,24622,1,0
1761969,27845,2,1
1081249,16611,3,0
49045,35176,4,0
1032549,22959,1,1
3356039,42731,1,1
2652245,26606,4,0
1633876,34063,3,1
52013,13176,11,0
2706131,13536,6,0
672939,45504,9,1
1968800,8277,4,0
1134604,2597,6,0
2412664,30489,8,1
1176979,13077,8,1
3077396,16797,3,1
1858206,10749,4,1
1505302,12732,1,0
1861656,38275,1,1
2363024,46107,7,1
223975,19389,6,1
1983,7035,4,0
1311758,7916,6,0
920639,39966,24,0
1140549,47229,4,1
2776507,26679,15,1
3274863,33989,16,0
208886,47766,1,1
2122812,15290,2,1
2371631,15693,1,1
3338911,11507,8,0
613102,40310,12,0
2953378,43662,3,1
984395,14899,4,0
256748,28577,4,1
795137,44632,5,1
781922,34466,11,0
1980400,47626,8,1
998926,28199,7,1
1214660,16953,10,0
2631268,12858,14,0
2497359,20448,2,0
2812483,24654,2,1
1503460,41842,5,0
628814,22849,20,0
1149317,14127,1,1
1637845,35951,4,1
597413,260,2,1
24090,5450,5,1
1573217,10897,1,1
462532,23579,7,1
1609267,26209,13,1
2935275,5911,1,0
3072820,5128,3,1
2359053,513,22,0
581235,26790,10,1
118335,673,2,0
598000,19384,10,1
3263655,21137,18,1
1056230,32331,2,0
16656,35561,3,1
903268,30391,14,1
2252267,44359,13,1
2584707,31717,12,0
667321,22952,16,0
1570842,38739,4,1
257332,47087,8,1
2116264,27900,4,0
2762801,29487,8,1
5466,21155,9,1
3237601,37182,15,0
2825121,3849,25,1
1048594,38200,2,0
428318,820,8,1
2715557,25371,2,0
795169,13861,1,0
1206021,7156,2,1
1656366,23815,17,1
837121,9127,13,0
3265846,42507,4,1
3164848,8575,5,1
2448702,49098,22,1
2406944,29675,15,0
2229834,40706,13,1
296970,36687,10,0
1370210,40469,7,1
1729117,24231,5,0
3036587,8776,30,0
3281841,27966,6,1
811616,23909,14,1
2971328,34243,1,0
2637112,12998,14,0
3193855,45123,10,0
2227936,40454,4,1
582156,27344,11,0
2862159,210,15,1
3124570,32455,4,0
233604,48936,15,0
864130,42828,3,1
2105833,7407,43,1
2335614,26646,21,0
1549791,14168,9,1
3058990,18531,4,1
1576337,28990,2,0
427605,7751,9,0
2269673,25890,4,1
1933506,14971,3,1
1456884,16759,20,0
419929,36550,10,1
2782157,23734,17,1
1501567,25530,26,1
3046853,27104,13,0
1599591,33973,1,0
2645278,42389,6,0
38528,49628,8,0
1974424,22141,4,0
1988468,33000,6,1
3053938,47626,4,1
1168235,2086,12,1
2779441,28289,7,1
2004547,16797,17,1
1306897,28895,4,0
541720,22695,26,1
1707242,26209,5,0
1156256,2295,16,0
1378504,42768,15,0
312528,31853,7,0
774448,25634,15,1
2476007,27845,3,1
2174109,30827,31,1
2116201,26369,6,1
77074,47626,1,0
310704,27817,15,1
1943395,39619,16,0
1581640,6884,16,0
3125493,47734,3,1
1214349,19268,8,0
2929774,13535,9,0
2830592,6966,7,1
2843676,14971,26,0
2442789,34243,15,1
172661,16142,11,1
374148,29930,14,1
563575,31717,4,1
608474,5020,52,0
381417,34901,11,0
2837832,34514,2,0
1096927,18523,14,1
461114,16185,8,1
1455635,46962,23,0
446385,22362,6,1
296285,16797,3,1
811290,38957,2,0
2648512,6341,3,1
256139,46572,7,0
2921337,30756,15,1
1890906,42617,18,0
2414169,21137,7,0
272326,38777,1,1
2594794,35310,10,1
2630011,4966,11,0
1513274,24129,6,1
2660972,2113,4,1
1026447,22034,7,0
652479,41594,1,1
1359989,31394,7,1
604660,36865,1,1
2575735,11383,7,0
1169065,13249,7,1
800466,28785,27,0
2189482,10637,25,0
2364470,7647,13,0
2213071,32781,5,0
1107473,6331,12,0
806002,11576,3,1
3074031,5479,1,1
2451743,49075,11,0
962422,27695,14,1
837180,40366,13,0
1832445,22935,4,0
718165,40449,4,1
2247753,35939,4,1
2041446,16434,37,0
913210,46616,3,0
1123330,27541,12,0
805008,16607,2,1
3411957,24852,12,0
2986210,13874,7,0
1237541,21724,4,0
269964,44910,2,0
2584612,16797,2,1
2697153,43295,4,1
2842433,9598,8,1
3027456,10644,10,1
41371,12779,16,0
2719716,9785,1,1
98685,21103,19,0
1232337,37646,2,1
1122398,42719,6,1
2357059,5876,8,1
2944331,46616,19,0
76560,4125,2,0
3333972,41665,14,1
1811248,4605,10,0
1486823,38662,1,1
1221488,4920,12,1
3113073,13176,1,1
1427745,27966,2,1
3317630,21872,5,1
2342041,35784,5,0
681667,12144,10,1
1293759,2717,4,1
1490994,20788,5,1
857206,36070,18,0
250477,20479,5,1
479519,33903,17,1
1884280,5819,23,0
3098308,18963,4,0
1178891,43122,16,1
1780796,21137,1,1
2724660,6673,1,0
2967407,46147,5,0
2561246,39886,2,0
2352008,47209,13,1
3273363,22963,4,0
272324,7644,6,0
1347223,36164,5,1
1951344,33845,9,1
1487665,47209,8,1
389275,10246,7,1
53147,47766,1,1
744199,16722,21,1
1187283,40199,4,0
404061,14567,1,1
186687,24852,11,1
2677652,11599,3,0
914632,36561,12,1
2975907,9779,18,0
736120,28985,27,1
2970581,14267,7,1
2993140,4605,8,1
917878,15995,5,0
2138212,43112,3,0
1590805,15527,3,1
101865,28156,10,1
601283,29869,3,1
1264263,25824,15,1
2154681,12409,11,0
2394317,13166,6,1
1864602,35951,4,1
134035,10481,2,1
2006046,47203,2,0
305855,16797,19,0
526239,25825,9,1
3097037,9294,13,0
1352704,44053,9,1
2125993,12060,26,0
1986443,39877,5,1
2681690,46667,7,1
3105179,11461,22,1
1070017,5876,8,1
19485,28465,3,1
1491567,162,11,0
441121,21137,3,1
3084531,4229,24,0
3138051,6265,1,0
1548613,25133,13,1
2406264,27104,6,1
1415945,47209,6,0
590551,41178,3,1
1288730,16185,5,0
551571,36772,21,0
350057,28427,3,0
1853952,27521,13,1
3238466,45064,19,0
2894174,19881,7,0
1525209,16818,10,0
2900872,31973,5,0
561126,23044,6,0
2005341,47626,6,1
863727,16797,12,1
1452256,46979,5,0
2360947,3990,8,0
1231251,47780,5,1
351536,11067,6,0
2844507,43115,14,1
2744791,42475,2,0
1972777,8174,13,0
2048962,35123,4,0
3053950,2298,7,1
1219726,28842,22,1
31208,49418,6,0
554613,9076,4,0
2812203,22666,12,0
597708,12211,2,1
239288,41325,2,0
2406282,28439,6,1
2292316,44925,11,0
95205,35458,8,1
1215531,34243,4,0
2447622,47337,18,0
3350445,24852,1,1
2642228,43295,1,1
1171210,25930,4,0
533663,15318,4,0
312413,35992,2,1
2142602,32515,7,0
570626,25630,9,1
2029220,16869,13,1
1100747,32585,5,0
1073094,49044,5,1
3063151,24852,10,1
2906627,12341,8,1
3330471,43258,22,0
828606,10749,11,1
2913728,49655,2,1
1117104,31343,29,1
260287,8617,4,1
2431459,27086,2,0
1909892,21137,6,1
2415947,14891,12,1
1481764,13984,4,1
51155,27464,1,1
3139630,13870,6,1
2333011,12167,14,0
1029647,13819,7,1
3209219,13807,3,1
339668,36011,17,1
2950696,10637,3,0
2912766,14875,1,1
2660126,16797,17,0
3315674,11440,1,1
2129719,7500,9,1
2660322,28204,2,1
3330273,48679,18,0
2770307,5876,2,0
2039099,7930,23,0
2299771,10998,20,1
1020946,14897,9,0
1411213,40605,9,0
380953,32177,1,1
1960090,10872,4,0
2867605,1950,1,1
1913879,34969,2,0
2311152,32734,3,1
2521532,32782,27,0
101815,15884,8,0
1091678,2825,8,1
1382360,47209,2,1
2368233,49235,8,1
1792289,39408,18,0
1341843,10998,4,0
2328836,11679,2,1
1913354,35004,11,1
2881336,40199,4,0
349684,7001,3,0
1669971,12714,9,1
1228203,17735,7,0
2234951,41844,5,0
3342081,13517,10,0
756067,49683,3,1
2305434,25745,5,1
1493911,22963,16,1
3412268,1940,1,1
2577312,16273,14,0
3112969,19180,15,0
3045470,12658,17,1
2008621,34350,12,1
2416418,25804,6,1
3120758,22935,17,1
3353775,37600,9,1
1180612,35948,13,1
1643626,49352,6,1
3121789,22367,13,0
1113326,14335,14,1
1403212,40354,5,0
2991360,21405,26,1
2522420,44156,9,1
2232407,39275,9,1
333656,9159,7,1
601095,17689,13,0
964231,35289,3,0
826765,21288,3,0
21971,25976,3,1
640391,23405,1,0
2171669,45896,8,1
275390,28002,15,0
1705435,47209,8,1
1485993,7969,14,0
3130169,48395,6,1
284775,41787,4,1
2221284,48131,22,0
2474637,27966,9,1
2895640,6184,1,1
2687374,2228,17,0
3414009,4920,9,1
2170873,7179,14,1
716890,44632,1,1
545551,20840,22,1
614525,21405,15,1
1678101,26800,15,1
941191,17824,7,1
3416762,29045,11,1
2969563,13176,10,0
2279293,38772,13,1
2231363,5322,6,1
955867,5487,15,1
4234,25230,13,1
968144,49121,10,0
1727820,6647,4,1
2448337,42557,5,1
2873322,31577,6,1
802665,37848,6,1
2925331,37067,6,0
2891330,13249,12,1
1437636,4597,21,1
681407,20019,1,1
2852241,47590,20,0
633174,42411,20,0
3145983,31506,12,1
2621244,44779,12,0
2125981,5456,5,0
2308876,14678,12,1
2679688,15336,6,1
1231713,4605,20,1
206922,2361,10,0
2804469,40586,7,0
1025108,21387,2,1
2302218,33909,2,0
862802,37654,6,0
2212850,42342,8,1
1388050,21903,17,0
2177213,38293,14,1
2626160,27966,1,1
2795968,21137,10,1
1322212,26209,8,1
1441800,10916,7,1
3369424,19730,3,0
1378744,31683,3,1
2873121,4105,17,0
764613,2694,9,1
709530,22031,3,0
1868340,43961,8,1
378242,41610,10,1
2672252,46129,3,1
267881,47209,2,1
1061556,29370,1,1
164938,25466,10,0
2818272,13646,6,1
3004617,36695,14,1
109180,47900,2,1
1420217,37733,14,1
3154353,23862,4,1
31376,33846,22,0
1249958,29867,2,0
1546003,21344,4,1
1880106,48109,1,1
928260,45249,1,1
563104,49481,35,0
1524347,5876,16,1
1321123,23375,12,0
2099317,19660,3,1
2091410,9521,8,1
875746,44632,5,1
724396,49533,5,0
2994041,46802,6,0
722134,6197,13,0
1057030,21137,11,1
241030,22565,12,1
2333110,47209,15,1
2848485,8936,29,0
1141930,31022,7,1
1401214,40593,11,0
2926109,2996,2,1
2704395,25338,2,1
3177879,196,3,1
3245142,23029,14,1
2218796,15950,10,1
1839778,2111,13,1
2692308,42360,5,1
2485687,17948,1,1
802264,13176,1,1
94366,33754,20,1
2720837,21137,6,0
99507,28849,16,1
226328,1186,22,1
168799,33223,8,0
2881451,40516,32,1
915206,35042,21,1
1832278,43209,5,1
3215837,3318,9,1
1450212,28204,1,0
1762681,8277,13,1
1625135,18371,8,1
594671,47042,1,1
3172942,4472,1,1
3144078,21616,2,1
752982,42615,5,1
1167338,6846,5,1
950810,23405,4,0
3311011,2265,7,1
3012764,27316,9,1
520548,9076,2,1
311051,34969,23,1
493114,39275,6,1
1639259,3481,20,0
1966767,2408,33,0
978899,18433,15,0
3407778,13629,10,0
1549570,38456,8,1
2507223,17616,9,1
3196586,40586,19,1
1272193,44799,3,1
2132685,12409,20,0
2641973,10032,1,1
3017557,23322,3,1
3006589,15016,19,0
1846154,27966,16,1
3068145,11712,11,1
258481,21739,2,0
408369,38483,19,1
760392,23047,4,1
2038216,28985,4,0
516440,30839,10,1
3156410,43654,3,1
2398162,37675,18,0
1000596,10017,3,1
1824899,40706,15,1
503123,40134,2,1
3041048,15399,1,0
2632761,20114,8,1
1419367,9458,3,1
85703,16759,3,1
1834076,6046,22,1
2752275,37718,1,1
130920,8518,32,0
1202027,49357,9,0
1628000,44961,6,1
3326481,30668,10,1
664871,47439,5,0
3272469,30406,11,1
1038949,16466,4,1
2439174,27966,5,1
2758347,19660,7,1
1513920,4091,8,0
1368927,41540,10,0
180003,25309,6,1
914284,37687,6,0
1632579,47626,17,1
886214,33198,22,0
2112773,27521,7,1
2200097,48364,6,0
2506968,31040,9,0
1305604,2091,24,1
1022312,43070,6,1
1209367,27999,18,0
38225,26480,8,0
2338114,4879,21,0
2493881,19311,15,1
2143492,12765,1,1
903268,19057,12,1
348069,33731,19,1
1313217,7146,12,1
1832728,10492,12,0
1411455,27344,2,1
1837900,38222,7,0
1724170,19057,11,1
2150528,13575,9,1
709122,42766,7,0
291382,30442,5,0
245864,24852,4,1
2702140,42307,3,1
2429440,12576,7,0
2379559,45200,23,1
1619040,8424,5,0
1430705,9957,12,0
179360,45066,6,1
2352430,30489,7,1
1132247,3661,10,0
3104677,1181,14,0
958059,10862,11,0
3388456,45123,2,1
2447170,31886,8,1
61614,39747,1,1
1295984,23516,10,0
192063,5336,10,0
1070033,45007,16,1
2589419,31553,25,1
2037164,31458,17,0
271143,23095,11,1
394307,36029,2,0
565331,30827,3,1
2915827,8888,13,0
802838,25146,4,1
661417,11140,22,0
1642564,21903,9,1
806716,44267,21,1
2386046,26709,18,0
1455034,28572,15,1
1425984,25890,27,0
2856505,46487,7,0
3355778,14429,30,0
1952520,12341,4,1
1232386,32665,2,0
1872407,29553,5,1
1628887,47740,1,1
915178,22035,5,1
2196205,3243,4,1
1006480,9458,11,1
2325475,34217,11,0
1089110,36550,3,0
2660249,21903,5,1
1682197,45208,12,0
1850450,13517,9,1
2079709,48845,21,0
2144997,3599,3,1
1163851,22963,8,0
3238466,1521,16,1
2707513,24489,7,1
1026340,17775,4,0
1830522,2839,12,0
144314,23765,13,1
2632700,16185,14,1
601159,13280,9,0
2374262,28204,2,1
2033128,7515,10,0
1476584,28488,13,1
3259009,27623,11,0
2268445,23516,10,0
373070,4605,19,1
2309278,4962,2,0
3096880,13176,3,1
1471935,11538,18,1
2862593,16797,3,1
2626885,39844,12,0
2779477,26209,4,1
269626,1629,1,0
2216084,13988,12,0
1096235,15969,2,0
2472386,26937,7,0
374863,5764,11,1
3185236,12113,8,0
3379167,44912,30,0
1856746,42352,9,1
1556307,35269,1,0
3029552,8193,6,1
1914902,39527,1,1
316225,22950,7,1
2716399,32734,5,0
1248409,43961,12,1
2421332,34126,16,1
3088227,20995,4,0
2794440,14218,4,1
3144422,8174,26,1
2388930,16185,13,1
1646813,36259,10,0
2874333,42240,2,1
2904484,26683,5,0
2130286,5876,4,1
1233669,43726,2,1
1595856,38838,3,1
2707350,34262,3,1
3290519,24184,8,1
2219495,15200,4,0
294960,7528,9,1
2996305,33569,13,0
791924,19895,6,1
1514383,16997,4,0
1016654,39425,3,1
2906085,36724,10,1
1887632,21903,4,1
2045570,24253,10,0
1039720,15595,25,0
2737657,44632,13,1
2467382,2351,4,1
349300,49259,1,0
2903482,11323,7,1
60227,500,1,1
1409183,10749,4,1
939905,14240,19,1
707390,1757,4,0
1623154,44632,11,1
2073686,32652,21,1
926904,18849,18,0
1105522,33043,2,0
313465,21137,5,1
1387000,27344,17,1
1267014,38652,11,0
3402645,43965,4,1
1433261,26369,1,1
188303,22935,7,1
927397,1940,1,1
1867189,1090,17,1
1359304,48697,2,0
2987587,34993,4,0
642162,39450,6,1
230382,7500,2,0
3277106,45613,6,0
1375280,16953,2,0
1407958,25493,11,1
3033041,5077,10,1
1745523,33000,5,1
1336561,46222,4,0
2402352,38400,10,1
1158619,12630,7,0
314465,15290,9,1
2261766,12125,27,1
1706757,11136,1,1
2822636,5025,5,0
2322484,13176,2,1
2077770,31717,16,1
672200,41220,17,1
993602,6448,4,1
2691538,4314,4,1
2626225,46373,13,1
3154465,2131,8,0
755986,45007,28,1
865342,503,6,1
1260639,26348,4,1
1650331,47626,12,1
989578,20955,2,1
2985411,4942,4,0
2639371,13198,9,0
2601468,8174,2,1
2810093,39581,2,1
1940283,43597,8,0
3283809,43789,16,1
3213366,30819,7,0
2083681,48733,4,0
1295958,30233,1,1
177810,4687,4,1
2612065,34590,4,0
2481398,20014,13,1
1352381,25588,11,1
3024864,48722,21,1
1614870,48946,7,1
1235548,47919,14,0
2276440,18702,2,0
1570454,4920,8,1
1883802,24125,5,1
2764378,40593,4,0
2545983,15792,1,1
2521050,15872,4,1
826415,28985,1,1
1233826,8424,13,1
1258411,19678,6,0
2212457,14084,2,1
783775,11520,6,1
2727510,8478,17,1
1062394,34343,6,1
2512910,45066,7,0
1657565,23405,1,0
533603,38164,7,1
2606705,8061,2,1
654779,28842,13,1
317067,38772,3,1
2895637,21709,13,1
1973387,37654,15,1
386449,18362,7,1
